guest,word,score
葛夕性格,依赖,0.96855096731
葛夕性格,聪明,1.07600790464
葛夕性格,其实,0.162622900364
葛夕性格,聪明,1.07600790464
葛夕性格,美貌,1.86903161791
葛夕性格,好,2.07329376355
葛夕性格,其实,0.162622900364
葛夕性格,受不了,-2.88819799243
葛夕性格,惊喜,2.75810691181
葛夕性格,喜欢,2.3566957262
葛夕性格,委屈,-1.79414553611
葛夕性格,离开,-0.490704168434
葛夕性格,离婚,-0.340345729153
葛夕性格,喜欢,2.3566957262
葛夕性格,离开,-0.490704168434
葛夕性格,其实,0.162622900364
葛夕性格,开心,2.61234173173
葛夕性格,喜欢,2.3566957262
葛夕性格,希望,1.03220855601
葛夕性格,乖巧,1.37488119139
葛夕性格,听话,0.971666746726
葛夕性格,习惯,-0.334933436221
葛夕性格,隐藏,0.443094844787
葛夕性格,真实,0.498339439486
葛夕性格,攻击性,-0.952593013387
葛夕性格,肆无忌惮,0.436193932328
葛夕性格,开炮,0.0571795116735
葛夕性格,吸引,1.35125947597
葛夕性格,不好,-1.38899748421
葛夕性格,美化,1.25581889961
葛夕性格,关心,0.679321823175
葛夕性格,问题,-1.12998368608
葛夕性格,喜欢,2.3566957262
葛夕性格,讨厌,-3.21533460349
葛夕性格,干涉,-1.27974899549
葛夕性格,主动,0.291552684778
葛夕性格,喜欢,2.3566957262
葛夕性格,喜欢,2.3566957262
葛夕性格,讨厌,-3.21533460349
葛夕性格,干,-1.03530945922
葛夕性格,十恶不赦,-2.0
葛夕性格,成为,1.47322230702
葛夕性格,公敌,-0.241253829551
葛夕性格,门当户对,-0.137838779713
葛夕性格,门当户对,-0.137838779713
葛夕性格,喜欢,2.3566957262
葛夕性格,喜欢,2.3566957262
葛夕性格,攻击性,-0.952593013387
葛夕性格,向往,1.48299505692
葛夕性格,希望,1.03220855601
葛夕性格,乖巧,1.37488119139
葛夕性格,听话,0.971666746726
葛夕性格,习惯,-0.334933436221
葛夕性格,隐藏,0.443094844787
葛夕性格,真实,0.498339439486
葛夕性格,攻击性,-0.952593013387
葛夕性格,肆无忌惮,0.436193932328
葛夕性格,开炮,0.0571795116735
葛夕性格,吸引,1.35125947597
葛夕性格,喜欢,2.3566957262
葛夕性格,喜欢,2.3566957262
葛夕性格,讨厌,-3.21533460349
葛夕性格,干涉,-1.27974899549
葛夕性格,主动,0.291552684778
葛夕性格,喜欢,2.3566957262
葛夕性格,满意,2.8393788785
葛夕性格,离婚,-0.340345729153
葛夕性格,惋惜,-0.507645590611
葛夕性格,没想到,-0.133712410973
葛夕性格,离婚,-0.340345729153
葛夕性格,可能,-0.170657040911
葛夕性格,不到,-1.56278697058
葛夕性格,包容,2.8739979373
葛夕性格,可能,-0.170657040911
葛夕性格,不到,-1.56278697058
葛夕性格,迁就,1.06739688179
葛夕性格,包容,2.8739979373
葛夕性格,其实,0.162622900364
葛夕性格,喜欢,2.3566957262
葛夕性格,好奇,-0.0385381300721
葛夕性格,超过,-0.318351738025
葛夕性格,不到,-1.56278697058
葛夕性格,智慧,2.0
葛夕性格,好奇,-0.0385381300721
葛夕性格,超过,-0.318351738025
葛夕性格,不到,-1.56278697058
葛夕性格,智慧,2.0
葛夕性格,喜欢,2.3566957262
葛夕性格,喜欢,2.3566957262
葛夕性格,不好,-1.38899748421
葛夕性格,不好,-1.38899748421
葛夕性格,讨厌,-3.21533460349
葛夕性格,原来,-0.293616919899
葛夕性格,喜欢,2.3566957262
葛夕性格,讨厌,-3.21533460349
葛夕性格,很多,0.590056545724
葛夕性格,问题,-1.12998368608
刘爽性格,爱人,1.9606614446
刘爽性格,知道,-0.316330302785
刘爽性格,老实,-0.796594876619
刘爽性格,想不到,0.133867789894
刘爽性格,娱乐,1.28942540249
刘爽性格,喜欢,2.3566957262
刘爽性格,爱人,1.9606614446
刘爽性格,深切,-0.795983800341
刘爽性格,背后,0.177032721238
刘爽性格,复杂,-0.94154771491
刘爽性格,显著,1.31873361828
刘爽性格,差异,-0.186235573727
刘爽性格,差异,-0.186235573727
刘爽性格,矛盾,-1.81922264507
刘爽性格,不断,0.353469863518
刘爽性格,给予,2.17166638403
刘爽性格,爱人,1.9606614446
刘爽性格,痛苦,-1.96860153407
刘爽性格,可能,-0.170657040911
刘爽性格,懒,-0.34031178925
刘爽性格,真正,0.817764079044
刘爽性格,很多,0.590056545724
刘爽性格,同意,0.010255531234
刘爽性格,喜欢,2.3566957262
刘爽性格,正面,0.968185254901
刘爽性格,爱人,1.9606614446
刘爽性格,不是,-2.0
刘爽性格,好,2.07329376355
刘爽性格,好,2.07329376355
刘爽性格,无微不至,2.11669123072
刘爽性格,天使,1.27003652776
刘爽性格,道歉,-0.971071651341
刘爽性格,通透,2.0
刘爽性格,希望,1.03220855601
刘爽性格,达到,1.51074700685
刘爽性格,理想,2.25142928373
刘爽性格,通透,2.0
刘爽性格,朋友,0.997629821831
刘爽性格,生气,-1.50294149269
刘爽性格,蜜,1.91847140505
刘爽性格,好,2.07329376355
刘爽性格,爱人,1.9606614446
刘爽性格,知道,-0.316330302785
刘爽性格,过分,-3.50845421599
刘爽性格,坦诚,2.0
刘爽性格,坦荡,1.15596921471
刘爽性格,爱人,1.9606614446
刘爽性格,坦诚,2.0
刘爽性格,没事,-0.800074747854
刘爽性格,喜欢,2.3566957262
刘爽性格,偏要,2.0
刘爽性格,反驳,-0.505857419468
刘爽性格,其实,0.162622900364
刘爽性格,乐趣,1.53814299469
刘爽性格,享受,2.35015237066
刘爽性格,漫不经心,0.0253181159031
刘爽性格,崩溃,-3.62508466442
刘爽性格,不断,0.353469863518
刘爽性格,哭诉,-1.19632849393
刘爽性格,爱人,1.9606614446
刘爽性格,爱人,1.9606614446
刘爽性格,特色,1.94599461468
刘爽性格,很多,0.590056545724
刘爽性格,好,2.07329376355
刘爽性格,信任,0.734662253848
刘爽性格,吹牛,-0.132821005437
刘爽性格,头头是道,-1.02568617756
刘爽性格,好,2.07329376355
刘爽性格,爱人,1.9606614446
刘爽性格,道歉,-0.971071651341
刘爽性格,爱人,1.9606614446
刘爽性格,多嘴,-2.29286989093
刘爽性格,道歉,-0.971071651341
刘爽性格,自责,-1.95356555867
刘爽性格,爱人,1.9606614446
刘爽性格,假装,-0.381787341398
刘爽性格,过瘾,1.94449880725
刘爽性格,犀利,1.26707661598
刘爽性格,毫不留情,-1.05562568607
刘爽性格,痛快,-0.770497651329
刘爽性格,实在,0.507501042206
刘爽性格,佩服,0.397433239173
刘爽性格,原来,-0.293616919899
刘爽性格,犀利,1.26707661598
刘爽性格,爱人,1.9606614446
刘爽性格,爱人,1.9606614446
刘爽性格,祝福,3.39174431121
刘爽性格,重要,2.0
刘爽性格,突然,-0.978321592012
刘爽性格,明白,0.267604858984
刘爽性格,完全,-0.732156895064
刘爽性格,突然,-0.978321592012
刘爽性格,明白,0.267604858984
刘爽性格,完全,-0.732156895064
刘爽性格,讨厌,-3.21533460349
刘爽性格,讨厌,-3.21533460349
刘爽性格,似乎,-2.0
刘爽性格,明白,0.267604858984
刘爽性格,爱人,1.9606614446
刘爽性格,严重,-2.54901742563
刘爽性格,缺陷,0.00330266583543
刘爽性格,品行,0.544322812049
刘爽性格,问题,-1.12998368608
刘爽性格,骂,-0.907804124384
刘爽性格,骂,-0.907804124384
刘爽性格,骂,-0.907804124384
刘爽性格,可笑,-0.309265992924
刘爽性格,超绝,1.75942254769
刘爽性格,一致,0.711174887967
刘爽性格,完美,2.68974963814
刘爽性格,爱人,1.9606614446
刘爽性格,不见,-0.309332670253
刘爽性格,焦急,-2.0
刘爽性格,反复,-0.352456500739
刘爽性格,追问,-0.573648637353
刘爽性格,其实,0.162622900364
刘爽性格,拥有,2.24467970268
刘爽性格,其实,0.162622900364
刘爽性格,理解,-0.34977485493
刘爽性格,好,2.07329376355
刘爽性格,完美,2.68974963814
刘爽性格,经济,0.36144022735
刘爽性格,好,2.07329376355
刘爽性格,恶心,-3.12962238015
刘爽性格,实实在在,1.03201835736
刘爽性格,自私,-1.28219723901
刘爽性格,厚脸皮,-0.321897190462
刘爽性格,可能,-0.170657040911
刘爽性格,轻松,2.5093882654
